Rep,SampID,replicate,Cruise,Compound,min.area.flag,blk.ratio.flag,Vol_L,umol.in.vial.ave,nM.in.smp,nM_C,nM_N
220902_Smp_TN397_S1_U_B,S1,B,TN397,Gonyol,NA,NA,5,3.619606177984706,0.28956849423877656,2.026979459671436,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,Gonyol,NA,NA,5,6.313313446727818,0.5050650757382255,3.535455530167578,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,Gonyol,NA,NA,5,4.65720905865905,0.372576724692724,2.608037072849068,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,Gonyol,NA,NA,5,7.31659613936633,0.5853276911493064,4.097293838045145,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,Gonyol,NA,NA,5,8.38287449656539,0.6706299597252312,4.694409718076619,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,Gonyol,NA,NA,5,4.33548774122757,0.34683901929820554,2.427873135087439,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,Gonyol,NA,NA,5,4.168664541005707,0.33349316328045653,2.3344521429631957,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,Gonyol,NA,NA,5,5.4661057597800795,0.4372884607824063,3.061019225476844,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Gonyol,NA,NA,5,7.278244426925794,0.5822595541540635,4.075816879078444,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Gonyol,NA,NA,5,6.934815207993479,0.5547852166394783,3.883496516476349,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Gonyol,NA,NA,5,7.431041734038258,0.5944833387230606,4.161383371061424,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Gonyol,NA,NA,5,7.664820766314078,0.6131856613051263,4.292299629135885,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Gonyol,NA,NA,5,8.934213026604823,0.7147370421283857,5.0031592948987,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Gonyol,NA,NA,5,8.805590464469764,0.7044472371575811,4.931130660103068,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Gonyol,NA,NA,5,7.133778419772559,0.5707022735818047,3.994915915072633,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Gonyol,NA,NA,5,5.557890922802985,0.4446312738242387,3.112418916769671,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Gonyol,NA,NA,5,7.6868944004891455,0.6149515520391317,4.304660864273922,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,Gonyol,NA,NA,5,7.718951619768067,0.6175161295814453,4.322612907070117,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,Gonyol,NA,NA,5,7.1200980975538375,0.569607847804307,3.987254934630149,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,Gonyol,NA,NA,5,8.047646294769411,0.6438117035815528,4.50668192507087,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Gonyol,NA,NA,5,6.142328266694052,0.4913862613355241,3.4397038293486686,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Gonyol,NA,NA,5,6.042735157435457,0.4834188125948366,3.383931688163856,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Gonyol,NA,NA,5,6.392426331320772,0.5113941065056617,3.579758745539632,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Gonyol,NA,NA,5,10.955958888576928,0.8764767110861542,6.13533697760308,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Gonyol,NA,NA,5,9.013349561708026,0.721067964936642,5.047475754556494,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Gonyol,NA,NA,5,8.383536445530732,0.6706829156424585,4.694780409497209,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,Gonyol,NA,NA,5,6.109776827714771,0.4887821462171817,3.421475023520272,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,Gonyol,NA,NA,5,4.667697176278587,0.37341577410228693,2.6139104187160087,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,Gonyol,NA,NA,5,5.115191376944801,0.409215310155584,2.8645071710890884,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Gonyol,NA,NA,5,6.612773120660576,0.529021849652846,3.7031529475699223,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Gonyol,NA,NA,5,8.402956130753902,0.6722364904603121,4.7056554332221845,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Gonyol,NA,NA,5,8.329829614117644,0.6663863691294114,4.66470458390588,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Gonyol,NA,NA,5,17.35673330704923,1.3885386645639384,9.719770651947568,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Gonyol,NA,NA,5,12.095344472771025,0.967627557821682,6.773392904751773,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Gonyol,NA,NA,5,13.639821423021202,1.091185713841696,7.638299996891872,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,Gonyol,NA,NA,10.5,14.026987708054309,0.5343614364973069,3.7405300554811487,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,Gonyol,NA,NA,11,16.859860795971887,0.6130858471262504,4.291600929883753,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,Gonyol,NA,NA,5,6.570941296012183,0.5256753036809747,3.679727125766823,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,Gonyol,NA,NA,5,5.328556592456621,0.42628452739652967,2.983991691775707,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,Gonyol,NA,NA,5,4.6792728894505125,0.37434183115604097,2.620392818092286,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Gonyol,NA,NA,5,7.220834179929327,0.5776667343943461,4.043667140760423,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Gonyol,NA,NA,5,4.4640500510459855,0.3571240040836788,2.4998680285857513,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Gonyol,NA,NA,5,5.923227444999914,0.4738581955999931,3.317007369199952,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Gonyol,NA,NA,5,7.001408852030084,0.5601127081624068,3.920788957136847,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Gonyol,NA,NA,5,7.873419102229176,0.6298735281783341,4.409114697248339,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Gonyol,NA,NA,5,5.9046908685946375,0.472375269487571,3.3066268864129973,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Gonyol,NA,NA,5,3.1080792522293836,0.24864634017835063,1.7405243812484543,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Gonyol,NA,NA,5,6.70422767726868,0.5363382141814943,3.75436749927046,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Gonyol,NA,NA,5,4.924386878395771,0.39395095027166166,2.7576566519016317,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Gonyol,NA,NA,5,5.225617999236398,0.4180494399389118,2.9263460795723826,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Gonyol,NA,NA,5,7.348413931802544,0.5878731145442034,4.115111801809424,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Gonyol,NA,NA,5,8.514603054535952,0.6811682443628762,4.768177710540133,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Gonyol,NA,NA,5,9.152311396167262,0.732184911693381,5.125294381853667,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Gonyol,NA,NA,5,10.559244496529624,0.8447395597223699,5.913176918056589,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Gonyol,NA,NA,5,10.8844245395099,0.8707539631607919,6.0952777421255435,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Gonyol,NA,NA,5,10.05375111936035,0.8043000895488278,5.630100626841795,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Gonyol,NA,NA,5,9.193890023822028,0.7355112019057621,5.148578413340335,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,Gonyol,NA,NA,5,3.358416911775984,0.2686733529420787,1.880713470594551,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,Gonyol,NA,NA,5,6.760172120215227,0.540813769617218,3.7856963873205265,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,Gonyol,NA,NA,5,5.728096973225249,0.45824775785801986,3.207734305006139,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,Gonyol,NA,NA,5,5.133177558930226,0.41065420471441816,2.8745794330009273,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,Gonyol,NA,NA,5,5.698172625936767,0.4558538100749413,3.190976670524589,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,Gonyol,NA,NA,5,4.570273936873538,0.36562191494988305,2.5593534046491815,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,Gonyol,NA,NA,5,3.948153733096296,0.3158522986477036,2.2109660905339252,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,Gonyol,NA,NA,6,5.7435793340544805,0.38290528893696535,2.6803370225587573,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,Gonyol,NA,NA,6,5.910559280569341,0.3940372853712894,2.758260997599026,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,Gonyol,NA,NA,5,6.362677877107792,0.5090142301686235,3.5630996111803643,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,Gonyol,NA,NA,5,6.346556682098933,0.5077245345679147,3.5540717419754024,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,Gonyol,NA,NA,5,7.017546836448152,0.5614037469158522,3.929826228410965,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,Gonyol,NA,NA,5,4.534025763996838,0.36272206111974703,2.539054427838229,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,Gonyol,NA,NA,5,8.560149608479858,0.6848119686783886,4.79368378074872,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,Gonyol,NA,NA,5,7.167666766773674,0.5734133413418939,4.013893389393258,NA
220902_Smp_TN397_U1_A,U1,A,TN397,Gonyol,NA,NA,3,12.32090809457627,1.6427877459435027,11.49951422160452,NA
220902_Smp_TN397_U1_B,U1,B,TN397,Gonyol,NA,NA,2.9,9.580215099778318,1.321408979279768,9.249862854958376,NA
220902_Smp_TN397_U1_C,U1,C,TN397,Gonyol,NA,NA,2.7,23.909168806384795,3.542099082427376,24.79469357699163,NA
220902_Smp_TN397_U2_A,U2,A,TN397,Gonyol,NA,NA,5,16.35416482919686,1.3083331863357488,9.158332304350242,NA
220902_Smp_TN397_U2_B,U2,B,TN397,Gonyol,NA,NA,5,12.505649663585004,1.0004519730868002,7.003163811607601,NA
220902_Smp_TN397_U2_C,U2,C,TN397,Gonyol,NA,NA,5,9.805462183135518,0.7844369746508413,5.491058822555889,NA
220902_Smp_TN397_U3_A,U3,A,TN397,Gonyol,NA,NA,5,11.80600980873906,0.9444807846991248,6.611365492893873,NA
220902_Smp_TN397_U3_B,U3,B,TN397,Gonyol,NA,NA,4.9,11.814655983625649,0.9644617129490324,6.751231990643227,NA
220902_Smp_TN397_U3_C,U3,C,TN397,Gonyol,NA,NA,5,8.288461511825458,0.6630769209460365,4.641538446622256,NA
220902_Smp_TN397_U4_A,U4,A,TN397,Gonyol,NA,NA,4.25,13.285927128142916,1.250440200295804,8.753081402070627,NA
220902_Smp_TN397_U4_B,U4,B,TN397,Gonyol,NA,NA,4.25,17.42549710012289,1.640046785893919,11.480327501257433,NA
220902_Smp_TN397_U4_C,U4,C,TN397,Gonyol,NA,NA,4.25,10.846341933931331,1.0208321820170665,7.145825274119465,NA
220902_Smp_TN397_U5_A,U5,A,TN397,Gonyol,NA,NA,3.4,9.333433368380426,1.098050984515344,7.686356891607408,NA
220902_Smp_TN397_U5_B,U5,B,TN397,Gonyol,NA,NA,3,6.998742482977293,0.9331656643969723,6.532159650778807,NA
220902_Smp_TN397_U5_C,U5,C,TN397,Gonyol,NA,NA,3.6,2.324308732077291,0.2582565257863656,1.8077956805045592,NA
220902_Smp_TN397_U6_A,U6,A,TN397,Gonyol,NA,NA,5,6.7731530144330385,0.541852241154643,3.792965688082502,NA
220902_Smp_TN397_U6_B,U6,B,TN397,Gonyol,NA,NA,5,5.042818547971274,0.4034254838377019,2.8239783868639132,NA
220902_Smp_TN397_U6_C,U6,C,TN397,Gonyol,NA,NA,5,6.970783778759622,0.5576627023007699,3.903638916105389,NA
220902_Smp_TN397_U7_A,U7,A,TN397,Gonyol,NA,NA,5,4.7317852991263685,0.37854282393010946,2.6497997675107663,NA
220902_Smp_TN397_U7_B,U7,B,TN397,Gonyol,NA,NA,5,6.699462199900866,0.5359569759920693,3.751698831944485,NA
220902_Smp_TN397_U7_C,U7,C,TN397,Gonyol,NA,NA,5,6.907250301949194,0.5525800241559355,3.8680601690915486,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,Gonyol,NA,NA,10,14.247752506365572,0.5699101002546229,3.98937070178236,NA
220902_Smp_TN397_U9_A,U9,A,TN397,Gonyol,NA,NA,5,9.809082850956887,0.7847266280765509,5.4930863965358565,NA
220902_Smp_TN397_U9_B,U9,B,TN397,Gonyol,NA,NA,5,9.252130312473303,0.7401704249978642,5.181192974985049,NA
220902_Smp_TN397_U9_C,U9,C,TN397,Gonyol,NA,NA,5,6.330181948796955,0.5064145559037564,3.544901891326295,NA
220902_Smp_TN397_U10_A,U10,A,TN397,Gonyol,NA,NA,5,9.39091232455872,0.7512729859646976,5.258910901752883,NA
220902_Smp_TN397_U10_B,U10,B,TN397,Gonyol,NA,NA,5,13.302971753986215,1.0642377403188972,7.44966418223228,NA
220902_Smp_TN397_U10_C,U10,C,TN397,Gonyol,NA,NA,5,9.960333350915748,0.7968266680732599,5.577786676512819,NA
220902_Smp_TN397_U11_A,U11,A,TN397,Gonyol,NA,NA,5,12.55137921195716,1.0041103369565727,7.028772358696009,NA
220902_Smp_TN397_U11_B,U11,B,TN397,Gonyol,NA,NA,5,12.483997658304824,0.9987198126643858,6.9910386886507005,NA
220902_Smp_TN397_U11_C,U11,C,TN397,Gonyol,NA,NA,5,10.111444221142044,0.8089155376913635,5.662408763839545,NA
220902_Smp_TN397_U12_A,U12,A,TN397,Gonyol,NA,NA,5,8.767759378022898,0.7014207502418318,4.909945251692823,NA
220902_Smp_TN397_U12_B,U12,B,TN397,Gonyol,NA,NA,5,8.068699891358794,0.6454959913087035,4.518471939160925,NA
220902_Smp_TN397_U12_C,U12,C,TN397,Gonyol,NA,NA,5,9.690510240736868,0.7752408192589495,5.426685734812646,NA
220902_Smp_TN397_U13_A,U13,A,TN397,Gonyol,NA,NA,5,6.118040356792354,0.4894432285433883,3.426102599803718,NA
220902_Smp_TN397_U13_B,U13,B,TN397,Gonyol,NA,NA,5,5.880862141267864,0.47046897130142906,3.2932827991100035,NA
220902_Smp_TN397_U13_C,U13,C,TN397,Gonyol,NA,NA,5,5.397030581593659,0.4317624465274927,3.0223371256924487,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,Homarine,NA,NA,5,0.2024668361318823,0.01619734689055058,0.11338142823385408,0.01619734689055058
220902_Smp_TN397_S1_U_B,S1,B,TN397,Homarine,NA,NA,5,0.08474296168038493,0.00677943693443079,0.04745605854101556,0.00677943693443079
220902_Smp_TN397_S1_U_C,S1,C,TN397,Homarine,NA,NA,5,0.19628236967329749,0.0157025895738638,0.1099181270170466,0.0157025895738638
220902_Smp_TN397_S2_U_A,S2,A,TN397,Homarine,NA,NA,5,0.29907400997412087,0.02392592079792966,0.16748144558550768,0.02392592079792966
220902_Smp_TN397_S2_U_B,S2,B,TN397,Homarine,NA,NA,5,0.23542986803939295,0.01883438944315143,0.13184072610206005,0.01883438944315143
220902_Smp_TN397_S2_U_C,S2,C,TN397,Homarine,NA,NA,5,0.3113681141740967,0.02490944913392773,0.17436614393749417,0.02490944913392773
220902_Smp_TN397_S3_U_A,S3,A,TN397,Homarine,NA,NA,5,0.1850572154955288,0.0148045772396423,0.10363204067749614,0.0148045772396423
220902_Smp_TN397_S3_U_B,S3,B,TN397,Homarine,NA,NA,5,0.1618934443692248,0.01295147554953798,0.09066032884676588,0.01295147554953798
220902_Smp_TN397_S3_U_C,S3,C,TN397,Homarine,NA,NA,5,0.30944695226181257,0.024755756180945,0.17329029326661505,0.024755756180945
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Homarine,NA,NA,5,0.13935951058909382,0.0111487608471275,0.07804132592989253,0.0111487608471275
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Homarine,NA,NA,5,0.11019659236358754,0.008815727389087,0.06171009172360902,0.008815727389087
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Homarine,NA,NA,5,0.10755525985066904,0.00860442078805352,0.06023094551637466,0.00860442078805352
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Homarine,NA,NA,5,0.19878187414322585,0.01590254993145807,0.11131784952020649,0.01590254993145807
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Homarine,NA,NA,5,0.20921941343775524,0.01673755307502042,0.11716287152514292,0.01673755307502042
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Homarine,NA,NA,5,0.20593701476510884,0.0164749611812087,0.11532472826846096,0.0164749611812087
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Homarine,NA,NA,5,0.14642479455395355,0.01171398356431628,0.08199788495021401,0.01171398356431628
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Homarine,NA,NA,5,0.14363845237589834,0.01149107619007186,0.08043753333050306,0.01149107619007186
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Homarine,NA,NA,5,0.13746393723197486,0.01099711497855798,0.07697980484990591,0.01099711497855798
220902_Smp_TN397_S6_U_A,S6,A,TN397,Homarine,NA,NA,5,0.7818102759604009,0.06254482207683208,0.43781375453782456,0.06254482207683208
220902_Smp_TN397_S6_U_B,S6,B,TN397,Homarine,NA,NA,5,0.6607321175388025,0.0528585694031042,0.3700099858217294,0.0528585694031042
220902_Smp_TN397_S6_U_C,S6,C,TN397,Homarine,NA,NA,5,0.8099180401845028,0.06479344321476023,0.4535541025033216,0.06479344321476023
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Homarine,NA,NA,5,0.4962690247796771,0.03970152198237417,0.2779106538766192,0.03970152198237417
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Homarine,NA,NA,5,0.5225059529112571,0.04180047623290057,0.292603333630304,0.04180047623290057
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Homarine,NA,NA,5,0.5435830837998078,0.04348664670398462,0.3044065269278924,0.04348664670398462
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Homarine,NA,NA,5,0.5830054062566121,0.04664043250052897,0.3264830275037028,0.04664043250052897
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Homarine,NA,NA,5,0.537815478817369,0.04302523830538952,0.30117666813772664,0.04302523830538952
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Homarine,NA,NA,5,0.4611181165066789,0.03688944932053431,0.2582261452437402,0.03688944932053431
220902_Smp_TN397_S8_U_A,S8,A,TN397,Homarine,NA,NA,5,0.7752012974723095,0.06201610379778476,0.43411272658449335,0.06201610379778476
220902_Smp_TN397_S8_U_B,S8,B,TN397,Homarine,NA,NA,5,0.720475856329474,0.05763806850635791,0.40346647954450543,0.05763806850635791
220902_Smp_TN397_S8_U_C,S8,C,TN397,Homarine,NA,NA,5,0.8130859708023087,0.0650468776641847,0.45532814364929286,0.0650468776641847
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Homarine,NA,NA,5,2.746899311883192,0.21975194495065536,1.5382636146545876,0.21975194495065536
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Homarine,NA,NA,5,2.7395489036597653,0.2191639122927812,1.5341473860494683,0.2191639122927812
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Homarine,NA,NA,5,2.757151644353412,0.2205721315482729,1.5440049208379103,0.2205721315482729
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Homarine,NA,NA,5,4.903688527256757,0.39229508218054054,2.746065575263784,0.39229508218054054
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Homarine,NA,NA,5,3.9230947674840984,0.3138475813987278,2.1969330697910947,0.3138475813987278
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Homarine,NA,NA,5,3.5136799214554513,0.2810943937164361,1.9676607560150523,0.2810943937164361
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,Homarine,NA,NA,10.5,5.921947180965701,0.22559798784631244,1.5791859149241871,0.22559798784631244
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,Homarine,NA,NA,11,6.816202548090257,0.24786191083964573,1.73503337587752,0.24786191083964573
220902_Smp_TN397_S10_U_A,S10,A,TN397,Homarine,NA,NA,5,2.835463658576662,0.22683709268613295,1.5878596488029306,0.22683709268613295
220902_Smp_TN397_S10_U_B,S10,B,TN397,Homarine,NA,NA,5,2.9439556838050054,0.2355164547044004,1.648615182930803,0.2355164547044004
220902_Smp_TN397_S10_U_C,S10,C,TN397,Homarine,NA,NA,5,2.4466575092292575,0.19573260073834056,1.370128205168384,0.19573260073834056
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Homarine,NA,NA,5,2.5167883146501016,0.20134306517200812,1.4094014562040569,0.20134306517200812
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Homarine,NA,NA,5,2.4507237036585043,0.19605789629268033,1.3724052740487624,0.19605789629268033
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Homarine,NA,NA,5,2.059913341663731,0.16479306733309845,1.1535514713316892,0.16479306733309845
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Homarine,NA,NA,5,2.303085912369002,0.18424687298952017,1.2897281109266412,0.18424687298952017
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Homarine,NA,NA,5,2.316977256987287,0.18535818055898293,1.2975072639128804,0.18535818055898293
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Homarine,NA,NA,5,2.3039014544961027,0.1843121163596882,1.2901848145178174,0.1843121163596882
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Homarine,NA,NA,5,2.1081304009813753,0.16865043207851002,1.18055302454957,0.16865043207851002
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Homarine,NA,NA,5,2.1782198253684335,0.1742575860294747,1.219803102206323,0.1742575860294747
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Homarine,NA,NA,5,2.3791340673737484,0.19033072538989987,1.3323150777292991,0.19033072538989987
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Homarine,NA,NA,5,2.270548518890434,0.18164388151123473,1.2715071705786432,0.18164388151123473
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Homarine,NA,NA,5,3.2253793226010634,0.25803034580808504,1.8062124206565953,0.25803034580808504
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Homarine,NA,NA,5,2.106540045975981,0.1685232036780785,1.1796624257465496,0.1685232036780785
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Homarine,NA,NA,5,2.546694111795467,0.2037355289436373,1.4261487026054611,0.2037355289436373
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Homarine,NA,NA,5,2.793150881544242,0.22345207052353933,1.5641644936647752,0.22345207052353933
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Homarine,NA,NA,5,5.2578404108531425,0.4206272328682514,2.9443906300777596,0.4206272328682514
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Homarine,NA,NA,5,4.155326264122082,0.3324261011297666,2.3269827079083663,0.3324261011297666
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Homarine,NA,NA,5,3.930926372006312,0.31447410976050494,2.2013187683235347,0.31447410976050494
220902_Smp_TN397_S14_U_A,S14,A,TN397,Homarine,NA,NA,5,2.116841138296425,0.169347291063714,1.185431037445998,0.169347291063714
220902_Smp_TN397_S14_U_B,S14,B,TN397,Homarine,NA,NA,5,2.6516313621360945,0.21213050897088753,1.484913562796213,0.21213050897088753
220902_Smp_TN397_S14_U_C,S14,C,TN397,Homarine,NA,NA,5,2.405836605917843,0.19246692847342745,1.3472684993139918,0.19246692847342745
220902_Smp_TN397_S15_U_A,S15,A,TN397,Homarine,NA,NA,5,2.3370289238491275,0.18696231390793025,1.3087361973555116,0.18696231390793025
220902_Smp_TN397_S15_U_B,S15,B,TN397,Homarine,NA,NA,5,2.431243035176602,0.19449944281412812,1.361496099698897,0.19449944281412812
220902_Smp_TN397_S15_U_C,S15,C,TN397,Homarine,NA,NA,5,2.225799304285194,0.17806394434281547,1.2464476103997084,0.17806394434281547
220902_Smp_TN397_S16_U_A,S16,A,TN397,Homarine,NA,NA,5,0.31853188484421613,0.02548255078753729,0.17837785551276103,0.02548255078753729
220902_Smp_TN397_S16_U_B,S16,B,TN397,Homarine,NA,NA,6,0.2918653528555966,0.0194576901903731,0.13620383133261174,0.0194576901903731
220902_Smp_TN397_S16_U_C,S16,C,TN397,Homarine,NA,NA,6,0.3058113902553077,0.02038742601702051,0.14271198211914357,0.02038742601702051
220902_Smp_TN397_S17_U_A,S17,A,TN397,Homarine,NA,NA,5,0.30613073838276045,0.02449045907062083,0.17143321349434584,0.02449045907062083
220902_Smp_TN397_S17_U_B,S17,B,TN397,Homarine,NA,NA,5,0.2910187749998351,0.0232815019999868,0.1629705139999076,0.0232815019999868
220902_Smp_TN397_S17_U_C,S17,C,TN397,Homarine,NA,NA,5,0.35119386985239714,0.02809550958819176,0.19666856711734235,0.02809550958819176
220902_Smp_TN397_S18_U_A,S18,A,TN397,Homarine,NA,NA,5,0.2092680421775727,0.01674144337420581,0.1171901036194407,0.01674144337420581
220902_Smp_TN397_S18_U_B,S18,B,TN397,Homarine,NA,NA,5,0.21819077296176012,0.0174552618369408,0.12218683285858566,0.0174552618369408
220902_Smp_TN397_S18_U_C,S18,C,TN397,Homarine,NA,NA,5,0.2302169062387274,0.01841735249909819,0.12892146749368733,0.01841735249909819
220902_Smp_TN397_U1_A,U1,A,TN397,Homarine,NA,NA,3,10.552639243522592,1.407018565803012,9.849129960621084,1.407018565803012
220902_Smp_TN397_U1_B,U1,B,TN397,Homarine,NA,NA,2.9,10.82197419750053,1.49268609620697,10.448802673448789,1.49268609620697
220902_Smp_TN397_U1_C,U1,C,TN397,Homarine,NA,NA,2.7,12.805427691819276,1.897100398788041,13.279702791516288,1.897100398788041
220902_Smp_TN397_U2_A,U2,A,TN397,Homarine,NA,NA,5,2.1297996987832826,0.1703839759026626,1.1926878313186382,0.1703839759026626
220902_Smp_TN397_U2_B,U2,B,TN397,Homarine,NA,NA,5,1.6534713555768212,0.1322777084461457,0.92594395912302,0.1322777084461457
220902_Smp_TN397_U2_C,U2,C,TN397,Homarine,NA,NA,5,1.493359532964437,0.11946876263715492,0.8362813384600846,0.11946876263715492
220902_Smp_TN397_U3_A,U3,A,TN397,Homarine,NA,NA,5,2.1996030720706634,0.1759682457656531,1.2317777203595717,0.1759682457656531
